카테고리,채널명,채널ID,설명,구독자 수,영상 수,총 조회수
보컬 레슨,이송희 보컬레슨 오디션 audition,UCaL_venZ5avmm1CQtL_5_vw,"📍24시간 레슨 문의 (레슨비, 커리큘럼 등)
카카오톡 채널 검색 [이송희보컬레슨]

💌인스타그램 (내방, 비공개오디션정보)
인스타 검색 [이송희보컬레슨]

☎️ 전화상담
010-4458-5448
______________________________
⠀
안녕하세요! 이송희 보컬레슨 학원 입니다!🥰

[대형 기획사 보컬 트레이너 원장]
⠀
▪1:1 담임제로 직접 상담부터 레슨까지 맞춤형 레슨
⠀
▪최단기간(3주) 대형 기획사 합격자 배출
⠀
▪비주얼 모니터링 및 다이어트 케어(대형 기획사 커리큘럼)
⠀
▪신인개발팀, 연습생, 대형 기획사 위탁 트레이닝 등 실무자 강사진
⠀
▪매월 내방 오디션 및 비공개, 영상 오디션 등
다양한 오디션과 월말평가 1:1 피드백
⠀
▪연습실 예약제 (24시간 이용)
댄스 연습실 1인 단독 사용 연습실 제공
방음 스튜디오형 연습실 (50cm 이상 방음벽)
⠀
___________________________
",2750,283,417908
보컬 레슨,라이브아미 TMS [프리미엄 보컬트레이닝],UCiWkdZYpfXF0uihtXeToqZw,"라이브아미 TMS 보컬트레이닝은
숨겨진 잠재력을 꺼내 특별한 변화를 만들어내는
프리미엄 보컬레슨 프로그램 입니다.
",45000,173,13873966
보컬 레슨,JB VOCAL PRO 실용음악교습소,UC68xv_qby7RRt4uyyGwXDCw,용인시 수지구 성복동 JB VOCAL PRO 실용음악교습소. ,8,6,1259
보컬 레슨,하비실용음악학원,UCzdDdn9sjSnz1TNZkvfJZ7g,"대한민국 No.1 보컬트레이닝 하비 보컬강좌 채널

",15800,80,640900
보컬 레슨,보컬트레이너 조명현,UCFjfoO0CMo2aT86bNTOYKdg,"[득음훈련소] 보컬트레이너 조명현입니다
- 서울. 대구 득음훈련소 코치

레슨문의 주소 - https://open.kakao.com/o/sC0N7Lfe

",681,183,611191
보컬 레슨,보컬레슨 전문 이올뮤직,UCNrJzn_DSb4ax9-XbbeGXpA,,101,175,55059
보컬 레슨,"맞춤식 보컬트레이닝, 조쌤의 E.V.P.",UCTrUwx0AhroChACTNhZq12w,"[보컬트레이너 조해기의 이보프]

발성 밑바닥에서부터 올라온 경험과 축적된 레슨 노하우로
학생에게 정확한 진단과 이론에 부합되는 연습법을 제시해드리겠습니다.

타고나지 못한 사람은 타고나지 못했던 보컬트레이너에게 배워야 합니다.

※ 레슨문의 카톡 : KSOUL
※ 무료 보컬 체크업, 발성이론, 질의응답, 여러 이벤트 진행중.
이보프 네이버 카페
https://cafe.naver.com/evop",4550,84,608139
보컬 레슨,찾보레[찾아가는 보컬 레슨],UCSAw_jMb2KZej9TCHCMUMzA,현재 부산지역만 레슨하고 있습니다. 댓글 남겨주세요~~~!!,3,3,400
보컬 레슨,발성전문레슨Vocalhouse,UCeH8JbluhWgZEO2mOhhYxtQ,"세스릭스 SLS테크닉 인스트럭터
레슨문의 카카오톡 : Huny6640
https://cafe.naver.com/voicekiss
네이버 카페 주소
",2490,260,536839
보컬 레슨,인천간석 보컬레슨 BEFORE&AFTER,UCrDIIAVz7QBhzxYrTaoyYDQ,,4,1,204
보컬 레슨,진 보컬 레슨,UCqKEgmqwc4BKmoVX1KqzBvA,"진짜로 전과후가 확실히 나뉘는 
진짜 보컬트레이닝
진 보컬 스튜디오
박찬진입니다.
성실하고 장인장신으로 보컬레슨에 임할것을 약속 드립니다!

01056049966

대구 중구 명덕로 141
레슨비 4회기준 15만원",8,4,422
보컬 레슨,트렌디보이스 수민쌤 [1:1 보컬레슨],UCYWihbz_jRHMRXVRN0DwqMA,"디테일에 집착하는 편🤔


✔ 경력 10년 대표원장 수민쌤의 밀착코칭

✅ 개인별 1:1 맞춤 트레이닝
✅ 수업내용 파일 제공
✅ 24시간 꼼꼼한 피드백 

💡수업 후 가장 많이 보는 효과 

☑ 해부학적 원리에 따른 발성교정
☑ 음역대 상승 및 탄탄한 진성, 성량 개발
☑ 목조임 및 쉰 목소리 개선
☑ 프로들이 쓰는 감정 넣는법 
☑ 발음과 호흡 교정을 통한 디테일 극대화


수강생들의 소리 변화 
Shorts를 통해 확인해 보세요! :) 

-
강의 컨텐츠는 저작권법의 보호를 받습니다.
컨텐츠 내용에 대한 무단 복제 및 전재를 금지하며, 위반 시 민형사상 책임을 질 수 있습니다.
",12600,112,15874744
보컬 레슨,노래 쉽게 알려주는 오보컬,UCW5ZQvBMoWQFvuZP4Me1hYQ,"타고나지 않았다면, 오보컬 커리큘럼 입니다!

안녕하세요 20대 중반까지 고음불가 였지만 지금은 김나박이 혼자서 다 커버하는 인간승리 보컬트레이너 오보컬 입니다.

이제 호흡으로 모든걸 퉁치는 비전문적, 구시대적 보컬 레슨에서 벗어나세요.

대한민국 최고의 보컬근육 사용법 보컬트레이닝은 고음불가 일반인부터, 알 수없는 오류(?)가 난 프로 가수들까지 발성에 관해서 는 극강의 효율을 약속 드립니다.
",175000,722,44187591
보컬 레슨,정진우 VOCAL LAB.,UCDlBH8M5iIpGUPrDvu4Wv3A,"KBS2 [불후의 명곡] 우승자 정진우 (前제이투엠 - 엠투엠)
VOCAL LAB. 프로듀서
",149000,370,21599275
보컬 레슨,하그주니형의 보컬레슨,UCusc18kANH_d2Hf-kx77EkA,"안녕하세요 노래 쉽고 재미있게 가르쳐드리는 착한 형 하그주니형입니다 ^^

원하시는 니즈에 맞춰서 능동적으로 레슨해드리고 있습니다
(음역대 상승, 음정 박자 교정, 노래 디테일 교정, 기초 발성 등등)

비즈니스 문의는 이메일 혹은 SNS로 부탁드립니다
rlagkr12wns@naver.com

보컬레슨 문의 
https://open.kakao.com/o/slPaNAGg

또는 010 3171 7140",255,187,67996
음악 추천,나의음악추천,UCXdLHrzMPgUWsDq4zbfCALQ,"걸그룹, 음악추천, 인디밴드음악, 조회수 순위, 조회수 알아보기",3,5,6955
음악 추천,MD3 음악추천,UCBEjZYh_Nf1PrqHAu3oN5HA,Instagram : m__d__3,642,11,356988
음악 추천,모두의 음악추천,UCKvsnTbmpIPoD50YYHzpwXw,"👩‍❤️‍👨설렘이 밀려오는 순간과
✨힐링되는 영상들, 그리고
💿좋은 노래 추천✨
💕구독과 좋아요 누르시고 좋은영상과 좋은노래 추천받아가세요👍
",3,8,2603
음악 추천,RE:82국내 음악 추천 미디어,UCgrs2xfL_TPuC6avS2Ly4cg,RE:82는 한국을 기반으로 한 음악 관련 미디어입니다. 장르와 시기를 불문하고 본인만의 기준으로 멋진 음악을 해 나가고 있는 뮤지션들을 선별하여 조명합니다. 저희는 그들의 음악과 삶의 방식을 지지하고 응원합니다.,13,12,4452
음악 추천,BR음악추천,UC-ArvotllWISTS_xufLZ9rw,외국노래 추천 채널,0,1,9
음악 추천,음악추천 1티어,UCuI0cuJCszCwQs3QicoB17w,듣기 좋은 음악들을 공유하는 채널입니다ㅎ,1240,339,377674
음악 추천,음악추천하는복실이,UCeZFa3AOTAQ3oqIokJMybTw,,0,1,194
음악 추천,음악추천받아요,UC61yIPD9pb8PNtmeahjL0TA,,1,1,3272
음악 추천,음악추천,UCbRod-HK7ZfAQQsVzRI1m7A,,1,6,90
음악 추천,추천음악,UCU8Df1ma_BTGZC2rz2uarGw,,0,1,27
음악 추천,음악 추천해드립니다,UCGJcQ4nCD9NvfBWk3Kdf7KQ,,0,6,634
음악 추천,귀후비개음악추천,UCtPKLpZ-DGqvNuu4kegEIgA,Ear picker,32,14,3986
음악 추천,음악 추천 Mood Playlist,UCQFC1I8q-ML8_FzT604GUBQ,,2,34,746
음악 추천,"수플레 - 플레이리스트, 음악추천",UCy9pCmoCkQGP69zxBT9T3EA,"이름에 수가 들어가서 '수플레' 라고 지었습니다.
좋은 음악 있으면 댓글로 서로 공유하고 추천해주세요.
감사합니다!😄😄😄
",11,17,1957
음악 추천,조용한 음악 추천,UCANpSd6SqobqiiQLvsWQveQ,,0,1,2
음악 추천,음악추천봇,UC0QagBxbzZBbHCXc3FHhBRQ,,4,21,8294
음악 추천,재즈음악추천 2021,UC3u8hRA7V1OoAcygpUU_0sQ,,1,5,7
음악 추천,차트둥이,UCeDXLEU8li8L1Otli89N_XQ,"비지니스 & 홍보문의 : contact@umag.io
요청사항 및 기타문의 : doonge0004@gmail.com

국내 음원 데이터 및  저작권문제 등 기타 사정을 종합한 차트로 멜론, 지니, 벅스 등과 다르게 순위가 반영됩니다.
gbOCrQ@SIWOLMUSIC
",507000,1253,195566147
음악 추천,오늘의 선곡 - 추천 음악,UCfM7db9VUTzCKwd_mzgE_Pw,내 감성을 책임지는 음악을 소개해 드립니다,61700,2142,116343019
음악 추천,매일음악추천,UC0W1AH6Ut--9XHEn-AI4K7g,,1,3,62
음악 추천,공상 음악 추천,UCH6gCOoJKY-YqHYX-xEvjww,"당신이 뇌안에서 춤추길 원할 때 언제든 이 채널에 들어오세요.

공상 연구가 여식이입니다.",0,1,62
음악 추천,음악추천채널,UC6FG7y9SJrhxas3Qba2S5gw,,0,2,32
음악 추천,음악추천채널,UCZ5ulojQHav_HpC0atHZKDg,,0,12,230
음악 추천,AI음악추천,UCriHPw5hwEWoZbrVnyaWg5w,,0,1,4
음악 추천,음악추천,UCsr74gUV1g86Q5mZ9PDjcKQ,,5,2,66
음악 추천,음악추천해주는햄스터,UCkf0U1XmnAXK9l8-FFE15Lw,,221,22,32010
음악 추천,음악 스트리밍 pangmusic 음악 추천 ,UCglQmwnVEIgi5gqUyTeOYVA,"#playlist #음악추천 #음악스트리밍 
구독하기 링크 입니다 ↓↓↓
https://www.youtube.com/channel/UCglQmwnVEIgi5gqUyTeOYVA?sub_confirmation=1

🎵 [음악 스트리밍pangmusic]에 오신 것을 환영합니다!
감성을 자극하는 음악으로 하루의 순간을 더욱 특별하게 만들어보세요.

이 채널은 ▪️감성 팝 ▪️로파이 ▪️힙합 ▪️재즈 ▪️인디음악 등 다양한 장르의 음악을 소개하며, 공부할 때, 드라이브할 때, 혹은 혼자만의 시간에도 함께할 수 있는 편안하고 감미로운 사운드를 전합니다.

📅 정기 업로드: 매주 월/금 오후 6시
📌 추천 상황: 집중할 때, 휴식할 때, 감성 충전이 필요할 때
🎧 비지니스&협업문의: [kkomas2s2s2@gmail.com]
🎶 모든 음악은 아티스트의 허가를 받아 사용하거나 저작권 정책을 준수합니다.

구독과 좋아요는 더 좋은 음악을 소개하는 데 큰 힘이 됩니다!
당신의 하루가 음악처럼 흐르길 바랍니다. 💫

음악 스트리밍 채널입니다. 상황에 따른 음악 추천 합니다. pangmusic과 함께 즐거운 음악 스트리밍 시간되세요.
#playlist #PangMusic #감성음악 #작업용음악 #힐링음악 #음악추천 #음악 스트리밍#달달한음악#감성발라드#가사없는멜로디음악 #팡뮤직

https://www.profitableratecpm.com/ctemt92xq5?key=b794fa475477cc13889ed2b4b7148842
3JSFJW@AICOMPANY
",4,19,5098
음악 추천,Jun의 음악 추천,UCdbhAyaD0glmZTWY_VuKwyg,"이 채널은 음악 추천 채널입니다.
내가 좋아하는 음악 저장하려고 만든 곳!
",17,34,4326
음악 추천,음악 추천,UCtAMNO4HCCtxN_DUuaYoGaA,,0,0,0
음악 추천,일간 음악 추천,UCe1YNFf8OhVHZjPCwgJ7LpQ,"수익창출 X 
좋아하는 노래 기록용 채널",2,2,125
음악 추천,추천음악,UCgeWalwItoaFY5zzS_7txpg,"음악추천,햄찌분양,햄찌생활",13,6,1135
음악 추천,오늘의음악추천🩷,UCqewvFzHOZX_rYqDIanzDzg,Since,2,2,7
음악 추천,"[투플]음악추천, 플레이리스트",UC0K6s2YjrJPKyU5PWa9PisA,,2,3,1469
음악 추천,공대생의 음악추천,UCIVgTrJlZr13kDSowURalfQ,"공음추
(Hiphop, Jazz, Pop, R&B, Piano)",3020,31,2465697
음악 추천,음악추천,UC39nHFNBTOo9ItGFiA1bfQA,"•_• 🎶
",9,1,26
강아지 브이로그,국민 강아지,UCZBP3BIiLmeb9QxqpiIdasA,전국민 강아지,15,30,28708
강아지 브이로그,우리집 강아지는 싹트임,UCUfhf4ySIfgpdcpK0kZQRaQ,,9,14,4775
강아지 브이로그,강아지 브이로그 강,UCXJd8wnbrZH1GvzgYk1JMQA,,0,1,1
강아지 브이로그,단짠이네vlog,UCOQAUEkgZM_B5LY1kEysgmQ,주인놈이 심심할때마다 하려고 만든 채널,5020,74,3448118
강아지 브이로그,꾸리는강아지,UCz6sUajxEtW_MBPimWDKeDg,"철장에서 나왔더니 인간 엄빠가 생겼다👀
하지만 나는 강아지!
꾸리의 인생 2막, 견생 브이로그 시작합니다🐶
구독은 사랑이다멍💛

📸 인스타그램: @kkuri.kkuri
👉 귀여운 일상 사진은 여기서!

#유기견 #시고르자브종 #강아지일상 #견생역전",497,38,171421
강아지 브이로그,모카는 강아지,UCx3HJiQhqjs3O9TvjADKVeA,모카네 성장기록,80,14,21286
강아지 브이로그,엶이,UCgCVALz6pmUdaIRaXi4GStg,#강아지 #말티즈 #왕티즈 #댕댕이 #강아지브이로그 #강아지일상 ,112,28,88106
강아지 브이로그,개씨나들[Busan girls vlog],UCzXEM5bosTfSjlKIHl5G6YQ,"시고르자브종 시루와 부산 가씨나의 브이로그💛
반려견과 어디든 함께 할 수 있는 날이 오길 바라며
애견동반 여행,식당,카페 & 애견카페,운동장 등 담아볼께요
",5420,93,1311942
강아지 브이로그,엄마가키우는강아지,UCryhAjN4QtAtqqaQS-9XL2g,"강아지 동생을 그리워하는 누나들 
갈색푸들 중독",59,82,60213
강아지 브이로그,만두의하루,UCk79xNms_pSSK1ALGPsSOPg,"미니비숑 만두의 일상 브이로그 입니당 🐾
만두 인스타 mandu_bichon__

AICOMPANY@GP68P5",13000,114,3891693
강아지 브이로그,강아지 코코,UCCg7mk6axfBrz-hOjPUXqMQ,장모치와와 코코,28,15,12947
강아지 브이로그,시골청견-강아지 일상 Vlog 채널,UCmoOX1VHn7oBbhhCee3tjrg,시고르자브종의 시골탐방 Vlog 채널입니다.,151,14,4794
강아지 브이로그,강아지브이로그,UCECdTG9d0q_Qzg51N5mgmhw,,0,1,5
강아지 브이로그,푸댕이네 강아지🐶 브이로그,UCQzrT7CGXt3kI0LtVhcrLbQ,"여기 채널은 저희 프리프라에서 못 보여드렸던 저희 강아지 몽실이가 주인공으로 나오는 채널입니다.
저희 프리프라 만큼 저희 강아지도 많이 사랑해 주세요~
오시면 구독과 좋아요 눌러주세요~^^♥♥",6,10,3191
강아지 브이로그,헤이리 산 강아지 브이로그 (Hero San Dog Vlogs),UClJoCp4mZUlFBqmNgSTX9Rw,Dog Channel,3,6,237
강아지 브이로그,너굴랜드 Pomeranian Vlog,UCbY6yFMG6xSR8yJYgC2tIvw,"포메라니안 너굴이의 일상을 공유합니다❤️
너굴이의 친구가 되어주세요 🙏🥰

이름 : 너굴 
🎂  2018년 11월 11일

우리 너굴이 예쁘게 봐주셨다면
구독👍🏻 좋아요❤️ 알람설정🔔 부탁드립니다 🙌🏼🙇‍♂️👏🏼


☎️너굴이에게 연락주세요🙇‍♂️  flower2258@naver.com

",217,44,31358
강아지 브이로그,강아지브이로그,UC9Bq88beS4fxH5cQAsuJ0og,,2,11,187
강아지 브이로그,하루한컷 가을이,UCY5lU0Fus6SCjCpi3VvJq2A,"🎥 매일 한 컷, 가을이의 소소한 일상 속 웃음과 힐링을 전해요.
귀여운 사고뭉치 ‘가을이’와 함께 멍-하게 웃고 가세요 🐾

짧지만 따뜻한 순간들,
지금 [하루한컷 가을이]에서 만나보세요!

🎬 숏폼 브이로그 | 🐶 강아지 힐링 | 😂 웃긴 행동 포착",13,26,19595
강아지 브이로그,강아지 힐링공간,UCcORBMp2Bw1UWigoIJNqUzQ,강아지 ai 영상으로 힐링되세요,3,3,837
강아지 브이로그,도투네의 일상브이로그,UC8B_xaG-tgsNqkBtP1aPk8Q,"마메시바 도네, 보더콜리 투네
완전 반대 성향 두자매의 천방지축 하루들을 모아봤습니다 :)
매주 월, 목 저녁 10시 숏츠와 가끔의 일상브이로그로 찾아뵙겠습니다!!
",272,255,297337
강아지 브이로그,강아지  브이로그,UCa4CDH27yr124aWa_O0gq2Q,,12,52,4413
강아지 브이로그,강아지 마을,UCizCHZDu8sOcKvjXFpwYlKA,실시간 cctv를 오픈하여 항상 청렴하게 운영합니다.,287,68,92505
강아지 브이로그,뚜몽이네-maltipoo vlog,UCXd6fojxTTuVgJO9DO83Qjw,,401,73,168591
강아지 브이로그,[Rudy&Pongki] 루퐁이네,UC9OxYgkLbz7KgogiCi9tT-w,루퐁이네 힐링영상,224000,221,74254377
강아지 브이로그,강아지브이로그!,UCHJLXRDe1gLQarDOtzdZUcQ,"동물을 좋아하는 사람의 강아지 브이로그입니다!ㅎ 이 영상에는 여름,순대,막창,겨울,봄이라는 아이가 나옵니다.ㅎㅎ다른 동물은 찌모,모찌가 나옵니다.공유하기 하지마세요.",12,3,33
강아지 브이로그,강아지 브이로그,UCAXEkcahSaK99U5N6UE6T8g,"  안녕하세요. 제 채널은 강아지 영상(사랑)(소망)을 
올리겠습다.둘다 시골개입니다",3,4,2421
강아지 브이로그,강포동하우스,UC92alXu9ZqKLIBQ5Q1jwUyQ,"16살 포메라니안 ‘배찌’와 함께하는 귀엽고 유쾌한 일상 브이로그🐶
뚱땅뚱땅 걷고, 똑똑하게 간식 조르고, 가끔은 집사를 무시하는(?) 현실 반려견 배찌의 이야기!
귀여움과 웃음, 그리고 소소한 감동이 있는 채널✨
강아지를 사랑하는 분이라면 누구든 환영해요💛
",3550,850,1787817
강아지 브이로그,강아지와함께,UCSVodX42Wqj63rg1b3kOQJA,"반려견 옷입히기, 강아지옷만들기, 강아지와 일상",1,7,6610
강아지 브이로그,개님의 브이로그_Dog's VLOG,UCkppZP1O8gp_NwabpcKs6nQ,"개님의 브이로그 (강아지 일상, 정보)",122,18,3190
강아지 브이로그,강아지 브이로그,UC7VPM2rD-j3TaeTCWSb1IUw,여러분이채널은노아우투브 부계입니당,4,1,23
강아지 브이로그,시골의강아지일상브이로그,UCW6YH0lpY9mK_NZ9NXx_IVw," 강아지 일상 브이로그  강아지 영상이  더 업로드
되는 채널 입니다.구독과 좋아요 는 
큰 힘이 됩니다.즐거운 시청부탁드립니다 ",13,7,311
강아지 브이로그,설채현의 놀로와 ,UCX3QAQPW30ZPpj39LJjJ_3g,"안녕하세요. 행동학 수의사 설채현입니다.
제 공식 유튜브 채널 ‘설채현의 놀로와’에 오신 것을 환영합니다.

EBS ‘세상에 나쁜 개는 없다’를 통해 많은 반려 가정을 만나고 있는데, 생각보다 훨씬 더 많은 보호자분들이 아이들의 문제 행동으로 어려움을 겪고 계신다는 것을 알았습니다. 이러한 만남의 과정에서 느꼈던 가장 안타까웠던 점이 바로 올바른 정보를 습득하실 수 있는 채널이 부재하다는 것이었어요.
여러 매체를 통해 수많은 정보를 더 쉽고 빠르게 만날 수 있게 되었지만, 이렇게 쏟아지는 무분별한 정보의 홍수 속에서 옳고 그름을 선별하기는 매우 어렵습니다. 더욱이 주관적이고 제한된 경험에 의존하는 일부의 솔루션들이 때로는 문제를 더욱 악화시키는 부작용을 낳고 있습니다.
그래서 저를 찾아오시는 보호자분들이 공통으로 하시는 말씀이 이것도 저것도 다 찾아보고 시도해 봤지만 별 효과가 없다는 것입니다. 

‘설채현의 놀로와’ 채널은 이러한 안타까움에서 출발했습니다. 비전문적이고 부정확한 정보들로 인해 혼란스러우셨던 우리 보호자분들을 위해 최근의 연구 데이터를 기반으로 한 가장 전문적이고 정확한 정보를 알려드리고자 합니다. 행동 습관은 물론 각 영역별 전문 수의사분들과 함께 많은 분들이 궁금해하시는 아이들의 여러 신체 질병과 의료 정보도 함께 전달해 드리겠습니다. 
더 행복한 반려 생활을 위해 쉽고 재미있게 배우는 알짜배기 정보들, 언제든 놀로오세요-!

협찬 및 광고 문의 : knollo.media@sparkpetkorea.com

",287000,380,35986873
강아지 브이로그,강아지밥꾸,UCPZbZ5ERAvfbefKEi7gDXDg,,40,13,9893
강아지 브이로그,강아지 이솔,UCIut-BtX3D6JxWjxpUz1nWQ,사랑스러운 강아지 이솔입니다^^,19,28,22082
강아지 브이로그,강아지의모든것,UC5i8pLNMDZZ694CA0z31Zvw,"
",195,72,105168
고양이 채널,밤고양이,UCLFI9KBNZpp-LmutkGBAYJw,"우리의 밤은 당신의 낮 보다 화려하다
출연/광고문의: lcy980098@gmail.com
",15600,314,5607507
고양이 채널,[고양이 채널]보리 와 쌀,UCQGvmbar1Bzt3Yuz6B9eAeg,,14,5,158
고양이 채널,고양이 채널[마이구미Tav]의,UCwNo5VbkLsfc3CkKRTHk6kg,유튭 접음 수고,18,0,0
고양이 채널,노래하는 고양이 Singing Cat,UCg9_WgkjHPoHWpH3coCrbiw,"안녕하세요. 노래하는 고양이 입니다!
저는 고양이 `육남매`와 함께 살고 있는 5년 차 집사입니다.
제가 유튜브를 시작하게 된 이유는

첫째. 고양이를 너무 좋아해서 어떻게 하면 애들과 시간을 더 많이 보내고 , 더 많이 놀아줄수있을까 하다가 시작하게됐습니다.
둘째. 노래 부르는걸 좋아하는데, 고양이를 닮아 집돌이에요...  집에서 애들과 함께 시간을 보내면서
          시청하시는 분들에게 제 노래를 들려주고 싶다 생각해서 시작하게 됐습니다. 이 두가지 입니다^^

고양이들의 재밌고, 귀엽고, 엉뚱한 일상과, 제 노래 영상들을 올리고 
시청하시는 분들에게 웃음과 즐거움을 드리려고 노력하는 채널이 되겠습니다.
감사합니다^^",66,24,3383
고양이 채널,SOONI TV [고양이채널],UCGiC9A6YPuaXsNo8gIjMiZg,"저희집막내 순이랍니다♡
고양이 좋아하시는 분들이라면 
구독과 좋아요 부탁드릴게요^^",11,1,135
고양이 채널,미옹이집사 (고양이 채널),UC_BvCt54UHce_wU4pi7fl4w,"첫째 (도도) 둘째 (깨빙) 막내 (미옹)
삼냥이집에 오신걸 환영합니다!",217,36,14752
고양이 채널,예길고양이 채널,UCV2RrSgrtmDlhN59T0M6kFg,길고양이 편의점,2,11,285
고양이 채널,고양이랑,UCPfJk6xemZqspO_5i22Jigw,"안녕하세요? ^^
저는 고양이카페와 고양이호텔을 운영하고 있는 ""고양이엄마""입니다. 
코로나 19로 힘든 시기를 보내면서 우리 아이들을 끝까지 책임지기 위해 유트브를 시작하게 되었습니다. 
그리고 고양이가 너무 매력덩어리라 여러분과 함께 공유하고 싶습니다. ^^
 
카페를 운영하면서 저희 아이들도 늘어나긴 했지만 구조냥이와, 유기묘가 매년 생겨 이젠 저도 감당이 안 될 정도입니다. 
현재 고양이 50마리와 함께 살고 있어요. 

영상제작은 처음부터 끝까지 제가 하고 있어요. 
많이 서툴지만 따듯한 마음으로 응원해 주시면 힘이 날것 같습니다. ^^ ♡♡♡

끝으로 저의 바램은 ""고양이랑"" 채널이 장수 채널이 되었으면 좋겠습니다. ^^
감사합니다. 항상 행복 가득하시길 빌께요^^ ♡♡♡

QF7V57@AICOMPANY
",1580,211,335382
고양이 채널,오마이고양이채널Oh.my cat,UCU-Ia9u3ab9jALHJNeifezw,"고양이들에 삶과희노애락을담은 냥이 전문방송채널입니다 다섯마리냥이들과 길고양 이들의꾸밈없는 드라마틱한모습  생생하게보여드리는 채널  오마이고양이 채널입니다,   감사합니다      l.mbroadcasting channel that specializes in Go_ang.Hee_hee.Noh_ae_rak.Eunl.ll show you a simple and dramatic look.  Thank you.",49,25,2650
고양이 채널,꽃년이 [고양이 채널],UCs4AryJ0esXYJIHyIXm8tWQ,저는 꽃년이 이고요. 이제부터 고양이영상은 이 채널로 올라갈것이구 프사 저희 고양이입니다 프사 퍼가면 신고합니다.그리고 댓글은 막아놀겁니다.,12,1,59
고양이 채널,귀여운 강아지 고양이 채널,UCXD7Rm9MD36OMJRG5jWN5Dw,,11,46,7485
고양이 채널,고양이 채널,UCjGbPfOuia_mWbMvLIqbQsw,"안녕하세요 반가워요 고양이 채널  (진행요원 참가차 4) 냥찌 라이브 800챠


안녕하세요 반가워요 댓글 남겨 주세요 30분 신청합니다 
",0,3,82
고양이 채널,고양이탐정 : 원룸사는 고양이,UC0zVOxvxiFlvelR59C_sUzQ,"저와 아코(고양이)가 함께 작은 원룸에서 생활하던 영상들을 시작으로, 현재는 세상 하나밖에 없고 가족과 같은 고양이를 찾아주는 '고양이탐정'이란 직업을 가지고 잃어버린 고양이 찾아드리는 영상도 함께 업로드하고 있습니다. [고양이탐정 의뢰 연락처 010-7999-3511]

부디, 길고양이들에겐 갖은 질병과 아픔. 배고픔이 없어지는 날이 오길 바라며 잃어버린 고양이들은 하루 빨리 가족의 품으로 돌아오길 소원합니다.
0DTJK2@AICOMPANY
",142000,217,62647966
고양이 채널,Romantic cat TV낭만고양이,UC7DRERDIJUzxcbwIFeIom3g,길고양이의 삶을 보여드립니다.,125000,907,63091007
고양이 채널,하영고양이 TV,UCCYg0uTu8z1Zch3OqeK2Ylg,,13,51,6218
고양이 채널,고양이뉴스,UCuU65KInHrp9fUC4mS4ad5g,"goyangenews@gmail.com

https://www.instagram.com/1_jeayoun

고양이뉴스",560000,361,91477855
고양이 채널,심리학 고양이,UCaJkv4faBajjsDGq2YPJN0A,"👇 선착순 무료 배포『그래, 애정결핍인 게 나다』 (300개) 
하단 링크 참조

- 서울대 평생교육원 소속 강사
- 사범대 학사, 긍정심리학 석사 졸업
- 2020년부터 약 1,000명의 학생들과 심리학 프로그램 진행
- 넷플연가, 낮술인문학 등 심리학을 소재로 한 네트워킹 진행
- 에세이『그래, 애정결핍인 게 나다』출간


2023년 6월부터 시작해, 매주 목요일 저녁 찾아뵙고 있습니다
오늘도 시청해주시고 구독해주셔서 정말 감사드립니다 :)

#심리학 #뇌과학 #마음챙김 #자기계발 #현명한삶

",비공개,115,12455684
고양이 채널,슈뢰딩거의고양이,UCpjGx5G4prqiBP2ie_1snyw,"커플 공감 콘텐츠를 해피캣 밈으로 풀어요🐱
꿀잼일 수도 있고 노잼일 수도 있고🐈...

해피캣 시리즈 😺

협업문의: schrodingercat030@gmail.com


",384000,354,294100799
고양이 채널,김메주와 고양이들,UCCb6W2FU1L7j9mw14YK-9yg,"오늘도 평화로운 메주네☀️

🔸 업로드: 수/토 오후 5시
✉️ 비즈니스 문의 mejoojoy@gmail.com

🐈  고양이들 프로필
▪️ 먼지♂ : 그레이 락 (2010.12.24) 
▪️ 봉지♂ : 번 브래드 (2011.03.15) 
▪️ 휴지♂ : 화이트글로브 (2012.02.14) 
▪️ 요지♂ : 골드 마리모 (2016.10.05) 
▪️ 오들♀ : 치즈 프린세스 (2022.04.13 동글절)

",642000,1478,320847840
고양이 채널,사랑스러운  고양이 채널 ,UC4aRZW0IQ8wWZqWcHQ6uRdA,,34,20,2774
고양이 채널,귀여운 고양이 채널,UCV84A6IA1FgvwbWWo3U1o1A,,0,4,41
고양이 채널,내가 보려고 만든 고양이채널,UCkqb998gs2d3c68HtWxElcw,"도쿄에 사는 보보 소라입니다.
東京に住んでいるボボそらです。",0,5,1096
고양이 채널,고양된 고양이 채널 - Cats Channel,UCIwkhsfdsZc5J-iWK3Z8ziA,Take a Look,204,0,0
