카테고리,채널명,채널ID,설명,구독자 수,영상 수,총 조회수
자동차 유튜버,호카 TV,UCCT5F1eXqANNMk6aHh17H4A,자동차 유튜버 호카입니다! 문의: sm109264@gmail.com,13,18,28807
자동차 유튜버,제이특공대 : 수입차 정비 전문,UC3cGYEgjOtfxXAQs0juCumQ,"구독자 여러분 안녕하세요! 제이특공대 입니다.

저희 채널은 자동차 수리 과정 및 원인 파악을 중점으로 다루고 있으며,
일반인분들도 보시기 편하게 영상으로 제작하고 있습니다.

정비 관련해서 궁금하신 내용을 댓글로 남겨주시면
재미있고 유익한 영상 제작에 큰 도움이 됩니다.

자동차 정비의 모든 궁금증이 해결될 때까지
저희 제이특공대 팀원 모두 노력하겠습니다.

[제이특공대 일산점]
경기도 고양시 일산서구 대화로 142
031-913-1333

[제이특공대 김포점]
경기도 김포시 양촌읍 봉수대로 1825번길 119
010-2317-6758

영업시간 : 평일(09:00~19:00), 토요일(09:00~13:00) 일요일(휴무)
※ 매월 마지막 주 토요일은 김포점, 일산점 모두 휴무입니다!

※ 정비 비용(수리비)에 관한 질문 및 문의는 따로 받지 않습니다.

비즈니스 문의 : jmotors6758@gmail.com
",291000,372,101470148
자동차 유튜버,테크니컬라운지,UCDF4xbuULDGG7v1T5dqPBwA,PPF붙이고 차닦는 자동차 외장관리사의 바쁜하루❣️,22900,84,2198865
중고차,양심중고차 김철환,UCFP6BFMJZIRKu9rD2_31ELQ,안녕하십니까~~ 양심중고차 전주 K2모터스김철환입니다 중고차에 실망하신적 많으셨죠? 저양심중고차가 중고차의 개념을 확!!바꾸겠습니다~~^^,10200,872,2553245
중고차,믿음중고차,UCOtiHJXLAnQLLRjwAi6xyvQ,실매물중고차 박리다매 고객분들의 사랑을 어려운 이웃들과 나눕니다.,40200,2522,14199762
중고차,일등중고차,UCct4gignEr4y2EFbaS48dfA,"실시간 중고차량 매물 리스트 링크

일등중고차 박규남 실장입니다.

항상 좋은 차량 엄선히 준비하여 상태 좋고 가성비 좋은 차량으로 꾸준히 준비 하도록 하겠습니다!

문의전화
010-8285-4495
",10600,714,4473183
중고차,고준용 중고차,UCqM3wLDDD0hLsBWAC3xwNkw,"안녕하세요 고준용 중고차입니다!
중고차 매매관련 다양한 정보를 공유하겠습니다^^

홈페이지: www.yong-car.com
차량 문의: 010-5941-5262
",137000,525,130104795
중고차,중고차 매너모드,UCaBwklX86XJaAE4XesFyV8A,"✅365일 제가 직접 상담합니다
✅시운전&리프트 선택아닌 필수입니다
✅최저가 아닐시 판매하지 않겠습니다
✅중고차는 딜러를 잘 만나셔야 합니다
",35500,453,47441277
중고차,중고차의모든것,UCv-Aa6CTYGxSaHfl6YjED_Q,"편안하고 안전한 중고차 구입은 중고차의모든것!! 

전문적인 차량검수와, 구매 후 사후처리까지 믿을 수 있는 항상 안전한 중고차를 골라드리는 업체가 되겠습니다^^ 

중고차의모든것 문의 010 9175 9747",202000,422,111938916
중고차,중고차는 뉴정우모터스,UCX5OThIJcuv0ey3xvo3DsuA,"인천 1등 중고차 '정우모터스' 

#정우모터스의 차별화 
1. 중고차 배송서비스 
 - 고객이 원한다면 직접 차량을 고객님 댁 까지 배송해 드립니다.

2. 중고차 반품서비스
 - 정우모터스에서 중고차를 구입 후, 3일이내에 차량이 마음에 들지 
   않을시에는 묻지도 따지지도 않고 반품해 드립니다.

3. 보증서비스
  - 중고차 법적 보증기간인 1개월 / 2천km + 2개월 3천km까지 엔진미션 추가 지원! 

4.모든 구매자 분들에게  고급 코일매트 증정!


",52900,953,19221152
중고차,중고차 빡차,UChJSgqoLLc-ecaGy_K69z_A,"사이트: www.빡차.com ☎상담전화 010 6413 0166
이메일:yjs0117@gmail.com
구독과 좋아요 부탁드립니다!
중고차 구매가 고민이라면 언제든지 연락주세요!
☎상담전화 010 6413 0166
",385000,1057,158262911
중고차,중고차 보러갈카,UCxmPM9wxhIqV4plv_9hgpYQ,"아버지, 아들 둘이 함께하는 서구청 표창장 받은 인증 중고차!

블로그 , 당근 , 카페 등 다양한 플렛폼 에서 좋은 평점 5점!

✔전 차종 대차 가능💫
차량 공업사도 함께 운영중이라 출고 후 차량 정비까지 다 해드리고있습니다!
차량 가져가시고 난 후에도 언제든 편하게 찾아주세요♥

✔[구독] 누르시면 좋은 물건이 나올 때마다 알림을 받아보실 수 있습니다.

✔ https://cafe.naver.com/usedcar
카페에서 많은 차종들을 확인하실 수 있습니다!
개인차량 거래도 가능하시니까 많은 관심 부탁드립니다 🙏
",13200,703,4351866
중고차,중고차마당,UC7iQbpmw7PCapzi6A8mhULg,"재고차량 총1200여대 수수료 없음, 3일시승후 결정가능차량  대부분",14800,1052,5960763
중고차,카앙카 중고차,UCUU7yFoZrIhzuMjuFAuGzhg,"안녕하세요. 
수원에 위치한 카사비앙카 중고차 입니다.

1. 싸지만 있어 보이는 차량으로 소개합니다.
2. 사고 이력이나 전손 이력이 있을 수 있습니다만, 
그만큼 가격을 저렴하게 잡았습니다.
3. 다른 중고차 유튜브 채널과는 차별화 된 
차량으로 선보입니다. 
4. 저희 사무실은 경기도 수원 도이치 오토월드에 위치해있습니다. 
",1570,140,306775
중고차,중고차클라스,UCajAAt07XcTPxRQopEyXJPg,,5950,476,2084889
중고차,수니네 중고차,UCU-t4oFRib9tvkfe22kINXA,"수원에서 10년 경력으로 고객님께  좋은 차량만 추천 드리고,  사후 관리 까지 철저하게 하는 수니네 중고차가 되도록 노력하겠습니다.
XJ2ACU@AICOMPANY",2270,403,866444
중고차,중고차연구소,UCkhhe1ZS5evVLlAFHYOB0iw,"안녕하세요 

수원에 위치한 창대모터스입니다",16900,2226,4267453
중고차,세모중고차,UCIsuZDyBWGGxQOFTESaKjQA,"세상 모든 중고차를 우리 구독자,시청자님들에게 소개해드리는 남자 김영남 팀장입니다!",15700,1377,6141790
중고차,언니네중고차,UCkDUM4fZhVluLTQvXYgLijg,"💬문의 및 구매상담은 아래 연락처로!  
📞 010-8615-2966 (언니네중고차)

🔍더 많은 중고차 꿀팁!!
   • 딜러들끼리만 알던 매물… 이가격, 이옵션 실화입니까? 기아 준대형세...  

🤩언니네중고차 최저가 매물보기▼
http://xn--299ax4f89ab84br0dwuf.com/

📣꼼꼼하게 현장검수와 하부점검 후 출고를 원칙으로 합니다
📣어떤 차량이든 1:1 맞춤상담처리
📣철철한 사후관리는 기본!!

📆언니네중고차는 예약제 운영입니다.
    예약은 2~3일전에 부탁드립니다

🚘""제 차를 팔아주세요"" 이벤트🚘
고객님의 소중한 차량을 위탁으로 판매하여 드립니다.
위탁판매에 대한 자세한 문의내용은
 http://pf.kakao.com/_FMWYu/chat
1:1 상담문의 부탁드려요 ^^

💕인스타그램 : sister.car2966  검색
💕문의전화 010-8612-2966  /  010-8691-2966
💕주소 : 수원시 권선구 권선로 308-5 도이치오토월드
🔎광고 & 제휴 문의 : djsslck@naver.com

❕❗본 영상은 2025년 5월 판매영상입니다
영상 촬영 날짜를 확인하시고 시간이 지나 시청하시는 분들은
시세 혼동이 없으시길 바랍니다. 감사합니다.


",44400,1429,6979042
중고차,정성중고차,UCr3vvrp8R7vUSeQjH2SBFEQ,"수수료없는 정성중고차!
타업체보다 무조건 저렴합니다!
최고가 매입 최저가 판매 원칙으로 운영하겠습니다

예약은 하루전날 미리 전화주시면 감사드리겠습니다^^
",6320,397,1829548
중고차,카모스중고차,UCe5Cz0wt5NNJbgOTKckbE5A,"반갑습니다
카카오모터스 카모스중고차 이대표 입니다 
각종 신규상품차량 소개와 자동차 시승기 
정보 등 자동차의 다양한 내용을 담아드리고자 노력하겠습니다 
자동차에 대해 궁금하신것이 있으시면 언제든 
문의 주시면 성심껏 상담 도와드리겠습니다 
감사합니다.
lsk8438@naver.com ",71200,2905,50157258
중고차,중고차 모니카,UCr4fP9ZSSj3_v2ezmWHGrZA,매일 매일 새로운 차량을 최대 20% 저렴하게 안내해드리겠습니다. 항상 노력하겠습니다^^,17200,2809,5206140
중고차,중고차 한우카,UCxhreKkTyYLcKsQDwQagAdw,"한우카는 좋은 차량만 판매 합니다!! [24시간 문의] 
☎010-3696-2227☎
한우카 꿀매물 홈페이지
www.hanwoocar.co.kr

광고 문의:  hanwoocar@gmail.com",118000,1199,144262328
중고차,중고차는 셀카닷컴,UCiyVkABZNTfeF1F8DT8auDw,"안녕하세요 수수료 없는 중고차 셀카닷컴 입니다 ^^ 
예약을 먼저 해주시고 내방 해주시면 기다리시는  일 없이
바로바로 안내 받아보실수 있도록  최선을 다 하겠습니다 .

예약 없이 바로 내방 해주시는 고객분들이 받으시는 서비스의
질이 많이 떨어지거나 예약 하고 내방 해주시는 고객분들
응대 하고 있을때는 오래 기다리시거나 그냥 돌아가셔야  하는 경우가 많아
이렇게 운영하고 있으니 이쁘게 봐주시고
많은 문의 부탁 드립니다 감사합니다 ^^
",19300,552,3218270
중고차,투명한 중고차,UC4JLVtX-eByvOXUTZ2ZyG5Q,"[10년차 중고차 딜러의 투명하고 솔직한 중고차 리뷰!]
불안하고 불투명한 중고차 시장이 보다 더 투명해 질 수 있도록
작은 힘이라도 보탬이 되어,
오늘보다 내일 더 투명한 중고차시장이 될 수 있도록 노력하겠습니다!
감사합니다.

문의전화 010-7560-6264
",9560,668,2263343
중고차,중고차 카성비,UCyA7vI-b1fe_026mCqlFKdA,"안녕하세요
중고차'카성비'입니다

허위매물 없는 가성비 좋은 중고차 리뷰
100% 실매물 100% 할부구매 가능!

24시 항상 친절한 상담 도와드리겠습니다!

카성비 사이트 주소 : http://xn--9w3bn7c88q.com/
문의전화: 010-6702-8731
카카오톡 : carseongbi
주소 : 경기도 수원시 권선구 매송고색로 882, 214~215호(가온오토)

#중고차 #수입차 #국산차
",10700,1196,3391158
커버곡,아무노래 커버곡,UCfndWcpOjONFBPXpZrbwl_A,,0,2,2
커버곡,kiho의 커버곡,UChZ4JxdH3W2hGM0EQMWydsw,,4,9,598
커버곡,커버곡,UClhNFNdLubBXl9-Mt92wOoA,,2,1,12
커버곡,태권VOICE - 일반인커버곡,UCeLpfYB_t9essxX9wW6CKCA,"안녕하세요~ 
30대 아재의 커버곡 채널입니다. ",103,115,20510
커버곡,커버곡,UCPdpDi8SL6u5RyCf8pseWlQ,,0,0,0
커버곡,AI 윈터 WINTER [DJ 겨울감성],UCjU9tex3hIJKBNa-I2zICRw,"윈터 AI Music Channel ""DJ 겨울감성"" 입니다.",20300,251,11536775
커버곡,BUNNY,UCCRarThDwdUTSmtvFnoPD4Q,"환 영 합 니 다 * ^ ^ *
Instagram ~
bunny_wav
이메일 ~
bunny_mp3@naver.com
",33200,193,9436199
커버곡,카린 노래 듣고 가세요,UC0YRqeg-9m1q9JYmrmeJ_pQ,"에스더 카린님 노래/ 클립을 업로드 합니다. 수익창출 x 

치지직: 카린 karin https://chzzk.naver.com/32fb866e323242b770cdc790f991a6f6
유튜브 : 카린 https://www.youtube.com/@Aesther_Karin

",1430,2090,673787
커버곡,리제 노래 아카이브,UCGOO_i-GZBGw0zcwocXJYMw,아카네 리제님 라이브 커버를 올린다제 (공식채널아님.),15000,228,14183799
커버곡,Cover Song Collection•커버곡 창고,UC4Bc_OyH9oTdy_B3D3toSmQ,"여기저기에서 불러 본 커버곡 모음입니다.
주로 '에브리싱(everysing)'과 
이곳에서 활동하며
가끔씩 발믹싱 작업곡도 올립니다 - ㅣ천지ㅣ",8,49,2184
커버곡,커버곡에진심인사람,UCIl3ZydIzuLNkZvtPvs4djw,,0,1,66
커버곡,커버곡 맛집,UCvNnOWxKaKnJppF8mDLDrQw,"AI 커버곡 립씽크 전문 쇼츠
모든 노래를 아우르는 립씽크 전문 쇼츠입니다.

#AI콘텐츠, #합성음성, #창작보호,🎶 #트로트, #나훈아, #영탁, #글로벌음악, #K트로트, #임영웅, #김태연, #정서주, #이주연, #유지우, #김주하 #김유하

GDBK0U@AICOMPANY
",3250,66,2878736
커버곡,우디 커버곡 🎤,UCthnCeFOsevqtLHmkzOPC-Q,,53,8,791
커버곡,"송승진Song, 듣고싶은 커버곡",UCBR4UQx5eJnWw2ze93mp2Xw,"송승진의 '안녕, 잘가' 가 8월 1일, 각종 음원사이트에 발매되었습니다!
많이 들어주시고 구독과 응원 부탁드립니다 😍

비즈니스 문의 - artistsong94@gmail.com",277,55,55736
커버곡,평범한 고등학생의 커버곡 ,UCRnOtJGy7TUfY2dyjbRnb4A,평범한 고등학생의 평범한 노래커버 채널입니다,4,13,306
커버곡,앵보 Official,UCHgEzbsj0dvb5_gPbz7ejAw,"앵보 노래채널.

노래는 이쪽에서만!
",22700,27,5257814
커버곡,순대 SUNDE - 노래 커버 채널,UCoGPsduV1KdATlauYsRZgqA,"일본 곡을 한국어로 부르고 있는 순대라고 합니다! 
Hi, I'm SUNDE and I usually cover J-pop with Korean Lyrics 
(You can read my nickname like this [sun de])
はじめまして！スンデと申します。主にアニメソングやボカロ曲を韓国語で歌っています！
",13500,182,1018400
커버곡,4분의1 커버곡,UC0Q6GsAVV5_-HBAm4ykl9KA,,6,4,255
커버곡,내가 듣고 싶어서 만드는 AI 커버곡,UCH4rsjs1ksmp0ootTwdHfdQ,"취미로 AI COVER 만드는 인간 / 나무들의 쉼터
[모든 수익은 저작자에게 돌아갑니다]
",1630,98,602019
커버곡,김소은가수tv 커버곡채널,UC5t-xLn-jBK9vCcoGTE7j0w,"안녕하세요
가수분들 커버곡채널 입니다
",37,5,279
커버곡,커버곡비교,UC_jMjzHWcdB2lRPbW5MAK-g,,34,1,58318
커버곡,커버곡50개올리기,UClPbefxkO8se_M3iLZZ2FHw,,9,4,484
커버곡,커버곡베스트,UCK18YpZn_AaPx9VbmLqHVCg,,0,1,2681
커버곡,위령의 커버곡,UCFJLhU8swDS6eFwtGHlWiMg,치지직과 유튜브에서 활동하고 있는 [위령]의 커버곡 모음집입니다! ,575,61,46924
커버곡,월드와이드세홍 커버곡 채널,UCDOoH2hxSJJ1ZGzCXE4itNA,,4,4,1490
KPOP,@KPOP / 골뱅이케이팝,UCF7X2COltpbPqWWNxW5cZRw,"Welcome to ""@KPOP / at KPOP""

🚩 Secret Tour
🌊 CODENAME BUSAN 

🌐 Multinational K-POP Contents, @KPOP🌐",620000,2239,136054360
KPOP,THE K-POP,UCoRXPcv8XK5fAplLbk9PTww,"All about K-POP!
The Official K-POP YouTube Channel of SBS Medianet.
Stay tuned for the latest updates.

THE K-POP
© SBS MEDIANET. ALL RIGHTS RESERVED.
",2820000,20073,1208209668
KPOP,N2T KPOP,UCn6B402ljIywb3jKBQkBjcA,"Thế giới Kpop & giải trí châu Á – dành riêng cho fan!

Tags: #n2tkpop #n2tkpopshort #idolkpop 
",92300,568,79051733
KPOP,OG KPOP STAN,UCQ10N98tfhLCN_Tu5PA0ztw,"(channel on hiatus. please check my most recent video or community post)

SUP Y'ALL?! I'm thina.🏴‍☠️

I became a ""Kpop stan"" since 1998 when I was 15. Korean+rap music saved me from the bullying I experienced in my teens and it's stuck by ever since, which motivated me into becoming a hip-hop/pop dancer. I danced for, trained, and performed with 4 different dance teams. My first and main dance team was Marvelous Motion, who later became IaMmE, America's Best Dance Crew Season 6 Champions. My dance training came from Di ""Moon"" Zhang, Brandon ""747"" Harrell, Emilio Dosal, SOREAL, and from attending dance classes in Houston and L.A.

Unfortunately, I was diagnosed with lupus. After years of chemo, dialysis, 32+ pills a day, and near-death incidents, I'm in remission now. I'm not capable of being an active dancer like I used to be, but I’m still a dancer in my mind, heart, and soul. I aim to use what I’ve learned from my dance years to analyze and enjoy K-pop with the life I'm given now.
",151000,1263,41092522
KPOP,KPOP WATCHMEN,UCnc0HWmMATgwgXa6N6dodkA,"「KPOP WATCHMEN」というKPOP大好き二人によるチャンネルです。
ALL YOU NEED IS KPOP！
",4780,657,1291365
KPOP,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,"K-POP Channel of World's No.1 Music Channel Mnet
Watch the latest and hottest K-POP contents on ✨Mnet K-POP✨

ⓒCJ ENM. Corp ALL RIGHTS RESERVED
",21800000,41136,17756622856
KPOP,Epidemic K-Pop,UCy95BR2sCx5Yh50_zyS22PA,"Hear our most popular K-pop tracks — used by professional creators and global brands to bring their stories to life. Subscribe and hit the notification bell to get updated when we publish new K-pop tracks! 🎵

With world-class music from Epidemic Sound, you can translate a feeling that’s uniquely yours into something that can be shared. Get unlimited access to our expansive catalog and next-generation soundtracking tools to unlock more magic in everything you create. All rights are included. Publish your content worry-free, worldwide.


",48000,138,12466216
KPOP,호원대 K-POP 학과,UCyAWwR9nXunuXcX03gK9RTQ,호원대학교 K-POP학과 공식 유튜브 채널 입니다.,9740,389,3432283
KPOP,Enjoy K-pop,UCwKxEFK06bVQsbnlizFtJGA,,2420,308,671667
KPOP,K-POPノート,UCMrnSM8ps4JyddymLpWUmSA,あなただけの特別なK-POPノート,9930,141,79335981
KPOP,xoxo_xoxo｜K-POP.ch,UCs5h0yW5cQkwMsrIXXtq70w,K-POP Stage Mix 교차편집 Special Edit.,79600,175,75793424
KPOP,KPOP VGK,UCTlzx8PsEtsgl3qGC0bMWLw,"Hi ARMYs, this is KPOP VGK! 
In this channel, we synthesize funny, entertaining edits and convey positive messages to viewers. Hoping that our videos will make you smile and relieve stress while watching them. We welcome you guys here, and let BTS make you feel better with KPOP VGK 💜
",2630000,348,312695782
KPOP,ALL THE K-POP,UCPde4guD9yFBRzkxk2PatoA,"Welcome to ALL THE K-POP

We provide content from original K-POP shows [Show Champion] and [Weekly Idol] ✨
Come and enjoy some of the best moments of your all-time favorite k-pop singers 💕

▶EVERY WEDNESDAY
[SHOW CHAMPION] Live 5:00 PM, KST 
[WEEKLY IDOL] Simulcast 6:20 PM, KST

✅ 비즈니스 문의 : youtube@mbcplus.com
",6930000,34159,4960371668
KPOP,동서울대KPOP,UCiJEjSM0ezAdPLctuOaU78w,,312,105,139371
KPOP,K-Pop ON! Spotify,UCnvajgaZO1bjqLpQ6l77lcg,"Welcome to K-Pop ON! Spotify, a community that embraces all K-Pop fans no matter where you are. Whether you proudly declare your allegiance to a specific fandom or casually listen to diverse artists, we warmly welcome all biases with open arms. Get ready to revel in the magic of K-Pop like never before.",453000,827,109096162
KPOP,K.D - KPOP,UCakqJHGMOSrqEdMosJM5zNg,"🌻Nhận order tất cả về Idol Kpop (Album, Outfit, Goods..Theo Yêu Cầu) Gì K.D - Kpop Shop Cũng Có ^^ Click Ngay 👇",273000,1295,138118875
KPOP,PLAY THAT K-POP,UCfY8724yl-iq27miMJ7jM9Q,"K-POP 음악을 BAND가 합주할 수 있도록 만들어보는 채널입니다.
케이팝 K-POP 밴드커버 전문. 밴드스코어, 기타, 베이스, 키보드, 드럼 악보. MR
www.playthatkpop.com",33800,239,10521989
KPOP,QUIZ KPOP GAMES,UCt_gV7OZemgvmlOBloo-oOQ,"Welcome to Quiz Kpop Games ✨
The Ultimate Kpop Quiz Channel for all Kpop Stans! 

If you love Kpop, this is the place to put your Kpop knowledge to the test. 
From your favorite groups and idols to the latest Kpop Hits 🎧
We've got something for everyone! 

🎶 What You'll Find:
• Kpop trivias on groups, songs and idols 
• ""Guess the Song"" and ""Save One Song"" challenges

Ready to prove you're the ultimate Kpop expert? 

Hit that subscribe button and join our vibrant K-pop community 🫧


#kpopquiz  #kpopgame  #kpopchallenge #kpoptrivia 
",152000,554,48704858
KPOP,kpop battle,UCiwLnFQK0441UX2VOACuW2A,K-POP BATTLE IN PYATIGORSK,2600,673,576837
KPOP,KBS Kpop,UCeLPm9yH_a_QH8n6445G-Ow,"[KBS 한국방송] 음악 전문 채널, KBS Kpop 입니다.
[KBS Korean Broadcasting System] Official Music Channel, KBS kpop.


[Business Contact] : officialstudiokk@gmail.com 
",9640000,56069,10641055469
KPOP,KPOP SARANGHAE,UC2aR22c87GyVQw6cSKGqbjA,"Saranghae es un canal dedicado al KPOP, donde podemos tocar varios temas randoms de esta gran industria. 
-También hacemos resumenes de dramas o programas de supervivencia de Corea-
Hablar sobre un tema divertido, emocional o incluso felicidad por nuestros grupos o idols favoritos❤ 
Pueden recomendar temas de los que les gustaria que hiciera videos❤
Damos amor tanto la old school como la new school ❤
",312000,69,14191504
KPOP,Kpop Live 2024🌐🩵,UC8JECJMJvFk14vzjQSzoYaA,"立命館アジア太平洋大学の学生が一年に一度開催するAPUトップレベルのKpopカバーダンスイベントです✨
今年度は３年ぶりにビーコンプラザ フィルハーモニアホールで開催いたしました🦋
Kpop Live 2024  公式チャンネルでございます

是非こちらもフォローお願いします🩷
Instagram▶︎▶︎@kpop_live_2024
TikTok ▶︎▶︎@kpoplive_2024
",1050,185,257713
KPOP,NEW K-POP도감 [ 케이팝도감 ],UCsIwornylKNmlJ7B070HDvQ,"k-pop 스타들의 성장 story
내가 좋아하는 k-pop스타들의 소식을 가장 빠르게 만나보세요! 
",3050,719,3596237
KPOP,Mshaheer Kpop,UCChtj2OTl2DA1HPRTSJ2u0Q,"The first Arab channel interested in K-pop news (reliable sources), Korean culture, Korean food, and Korean products , and celebrity interviews
💜🇰🇷💜
اول قناة عربية مهتمة باخبار الكيبوب (من مصادر موثوقة) والثقافة الكورية والاكل الكوري والمنتجات الكورية ومقابلات المشاهير
Thank you for your support!

للدعاية والاعلان يرجى التواصل معنا 👇
For advertising, please contact us 👇

Mashaherkpop@gmail.com
",1830000,2834,862672577
KPOP,World K-POP Center,UCAH_XTAWFzMG_9eUq9e6_Wg,"WORLD K-POP CENTER 
'월드케이팝센터' K-POP 인재양성기관
'클릭더스타' 주최사 및 '블링원' 소속사
 
✨ 월드케이팝센터 공식홈페이지
https://w-kpop.com/

✨ 월드케이팝센터 공식홈페이지 인스타그램 
https://www.instagram.com/worldkpopcenter

✨ 클릭더스타 프로젝트 인스타그램
https://www.instagram.com/clickthestar_official

✨ 블링원 32개국 유닛 걸그룹 인스타그램
https://www.instagram.com/blingone.official

✨ 블링원 32개국 유닛 걸그룹 트위터 'X'
https://x.com/BLINGONE_twt
",24700,243,6905210
인디뮤지션,Indie record,UCPba7_EEVHaf4JHUI7gRv1w,"숨겨진 다양한 인디 뮤지션들을 소개합니다. 

-

인디씬을 사랑하는 예대생들이 모여 콘텐츠를 제작하는 크루입니다. 
인디레코드와 함께 할 아티스트를 늘 기다리고 있습니다.

문의 :  indierecord21@gmail.com

",91,9,6225
인디뮤지션,키린 인디뮤지션의 삶,UCBKhYfk3ibBYJm0lXll5a5Q,KIRYN’s life of indie musician,95,14,5478
인디뮤지션,인디밴드갑툭튀,UCjulHFdnjsS3pX08IZE5Tug,,3,6,238
인디뮤지션,인디가 알고싶다In-Die,UCy7aq4yGDqyhkGszgoablBg,"인디밴드의 모든것!
여러분이 알고 있었던, 혹은 몰랐던 인디밴드를 소개합니다",406,8,164049
인디뮤지션,Indie Player,UCoyCQ30IqOVhE8O34I1zh_w,숨은 아티스트를 찾아서,1350,60,34212
인디뮤지션,인디밴드가을정원,UC_qqT3IPclWVbth38rfiWXg,봄날의 설렘으로 다가와 가을날의 추억으로 새겨지다. 인디밴드 가을정원의 음악과 일상을 공유합니다.,466,138,65807
인디뮤지션,인디 프로듀서 Indie Producer,UCALh4ljHfDQSIBUmUvjkPlw,"일반인이 인디 밴드의 음반을 제작한다!

문의: backhoz@naver.com",762,34,129320
인디뮤지션,부산경남 인디이야기,UCKsmmecOBWxa-mfoc6if4mA,부산•경남 인디음악을 알리자!!!,7,27,2864
인디뮤지션,인디인디 In The Indie,UCmBqBxouLDy3Mfu4XzESuAA,"보석처럼 반짝이는, 숨은 인디 음악들을 소개하는 인디인디 입니다😊

일상에 새로움이 필요할 때,  
채널에서 소개되는 인디 음악들이 여러분의 인생곡이 되길 바랍니다!
오늘도 좋은 하루 보내세요😁


비즈니스 문의) contact@umag.io

#인디인디 #인디음악 #플레이리스트",155000,1260,75745296
인디뮤지션,서울인디뮤직 온라인 페스티벌,UCwSYhLDwDc2OCRgDgl6gz3w,,50,31,7034
인디뮤지션,인디밴드 junwon kim,UCvvnw9rBbYmElxbbM5VjEGQ,앤드원[And One]기타리스트,74,250,46460
인디뮤지션,목캔디의 인디밴드 라이브,UCKL2fssyz-6vLdfVRD1NbbA,"락페스티벌, 공연, 홍대클럽공연, 인디밴드 위주로 실황업로드

촬영 : iPhone 15 Pro Max (2023.10~ ),  iPhone 12 Pro (2020.11~2023.10), iPhone XS (2018.11~2020.11), iPhone 6 (2014.10~2018.11)
편집 : Final Cut Pro

문의 : thinkwow@naver.com 
",15200,1166,7076090
인디뮤지션,K-인디음악협회,UCokazr8kQuLaO76DBzOtwWg,1996년 시작된 1세대 뮤지션부터 2022년 코로나19 시대를 함께 겪고있는 젊은 인디뮤지션들의 협회,11,15,716
인디뮤지션,달마네 인디 뮤직 Inde Musics ^^,UCqzHLr2mB9q6ZI4mGi0myMQ,"# 한국의 인디 뮤지션들을 널리 알리고 세계의 인디 뮤지션들을 함께 소개하는 ""달마네 인디 뮤직 Inde Musics"" 입니다 ~ ^^

# 새로운 음악을 듣고 싶을 때 방문해 주세요 ~ ^^

# 여러분들의 많은 관심과 사랑을 받았으면 좋겠습니다 ~ ^^

# ""Dalmane Inde Musics"", which promotes Korean indie musicians and introduces indie musicians from around the world together ~ ^^

# I hope to receive a lot of interest and love from you ~ ^^
",92,94,11217
인디뮤지션,인디깅 Indigging,UCAilktbe-jes-WEwkk-e4cA,"Indie + digging = Indigging

좋은 인디음악과 인디 뮤지션 찾기 프로젝트😎

문의: indiggingmusic@gmail.com
",47,37,6497
인디뮤지션,대구인디TV,UCYOXaDkoKh0uI-gBSUl-bfQ,"(대구인디TV채널소개)
대구인디TV는 대구인디밴드/뮤지션의 라이브 그리고 대구에서 공연하는 뮤지션 분의 공연을 기록하는 인디음악아카이브(Indie-Music Archive Channel)채널입니다.
주로 대명동의 공연장(레드제플린/클럽헤비/락왕)슈퍼스테이지/대구음악창작소/김광석거리/시카고뮤직앤라이브홀(블루스전문)/베리어스재즈홀(재즈전문)/대구버스킹명소의 공연을 촬영/소개합니다.
(영상사용)
대구인디TV의 최우선 핵심가치는 대구의 멋진 인디음악을 세상에 널리 알리는 것이기에 공연영상의 해당뮤지션본인은 본인영상에 대해서는 묻지마시고, 마음대로 사용하시면 됩니다. (출처 대구인디TV 소개시 매우 감사)
(촬영문의)
대구에서 공연하는 멋진 인디밴드의 공연은 언제나 촬영하고 기록하고 싶습니다.
주인장에게 문의하시면 일정 허락하는한 달려갑니다.  앨범/음원/자작곡 출시 단공라이브 문의주시면 촬영에 도움드리겠습니다.
인디밴드외에 아마츄어,작장인밴드/학원의 1년에 한 두번하는 발표회는 페이촬영으로 진행됩니다.
(대구인디TV 유튜브 비공개/소스제공/비용협의)  
(뮤직비디오)
인디컬쳐피플에서는 대구에서 5년이상 활동한 대구밴드의 미니/정규앨범/자작곡/ 
단공/뮤비촬영/편집에 대한 지원을 하고 있습니다.(일정/비용협의)
대구연고 인디밴드의 단공/뮤직비디오 촬영 및 제작을 지원합니다.
(영상게재 관련 불편사항문의)
해당영상관련 삭제등의 문의는 아래로 연락부탁드립니다.
대구인디TV---임승목---010-6526-2387
(대구 주요 공연장 정보)
라이브홀락왕 페이스북  https://www.facebook.com/rockking1052/
레드제플린 페이스북    https://www.facebook.com/dgleze/
클럽헤비  https://ko-kr.facebook.com/clubheavy
대구음악창작소/시카고라이브홀/뮤즈/베리어스재즈홀
(후원)
채널운영에 도움 주시면 감사하겠습니다.
",1190,1268,276389
인디뮤지션,2023 진주 인디뮤직 스페이스,UCo97B5SpyMEZdyPv32jQVOg,,12,27,428
